136000001001081323001   5310 #0001    N 002861PCBAEBBEACEAEDADBEBDCECAEBBDDDCBBCCAEADEEDAAAABAEACCDDCBCBDCD                              
136000002001081323001   5310 #0001    N 002862QAB DCCDEB ADDAAACCCEC EACEEAAEDEDE BEAEDABADAECD  ECAAACB CD                              
136000003001081323001   5310 #0001    N 002863RCDECADBBBECBCBDBADBAECBECDEAAECBAEEBEDBBCDAEDDEBABECCEBDAAAA                              
136000004001081323001   5310 #0001    N 002864SCCCCCCCCDDDDDDCDDBCCCEDACECDCCBACCDAEADACCCDCCCCECEACEABDADC                              
136000005001081323001   5310 #0001    N 002865TEDCCEEBBDBABDCEAADBDCBDEDEDDEDBACADADBBDBCCDDADEDCAABBBAACDC                              
136000006001081323001   5310 #0001    N 002866PCDBCCCACCADBDEDBEECADBAAEEEDDEAADCACAABCDDBADBBBABADAAAACBBE                              
136000007001081323001   5310 #0001    N 002867QBBA CBCACDECBAEBEBCDDBCACDABAEDDEEEAAACAACBCCEADCBCEDCACEDED                              
136000008001081323001   5310 #0001    N 002868RDDAAEBAEBBECCCBBCABADCECCCBCAACBBEDBECBBCEABEAEDDBABCEEDBEBD                              
136000009001081323001   5310 #0001    N 002869SBBCBECEAEBBDDEDDBDEEBECEEEDBEDCDDDBABEDAEBCBBEBDBCECCEDDBBDC                              
136000010001081323001   5310 #0001    N 002870TBCCEDCDBEABDAEABBBDCEABBDACBEABAAADCDBADBCEDDAAEDDEEECBDACAE                              
136000011001081323001   5310 #0001    N 002871PEDACAACAECDBEABCCEACBCAAADADDCBDCAECADBCDAAADBACACEEAABCCACB                              
136000012001081323001   5310 #0001    N 002872QCCBCBACEDBACEAAEDCEDBEDADCEBAEBAECCDEBEDCADCBEEACDDCBAACDEDC                              
136000013001081323001   5310 #0001    N 002873RBDBDBCBDBCBCBBBDCACCBCCCDDBDACCDBBBCBDCBABAEBAEBCBABCEEBBBBC                              
136000014001081323001   5310 #0001    N 002874SBEABEBEECDADABADBBEEEEADBEBCECBBCACBBDADEDABBABDBCEDBDCDDDDC                              
136000015001081323001   5310 #0001    N 002875TCEBBBEBBEEDBBAABCBBACBDEDBABAEADADCCDBBDECDBBEBEDBEDBBBDAEBE                              
