153000001001010102001   5310 #0001    N 049907UCEECAABBBDCCDDDADBAECCAACBCCDDCECACCDDBDBEACBEDEADCDDDABDEBD                              
153000002001010102001   5310 #0001    N 049906UCEECAABBBDCCDDDACBAECCADABCCDDEECACCDDBDBECCBEDDADCDDDABDEBD                              
153000003001010102001   5310 #0001    N ******UCEECAABBBDCCDDDACBAECCAACBCCDDBECACCDDBDBEECBADEADCDDDABDEBD                              
153000004001010102001   5310 #0001    N 049904UCAECAABAEDCCDDDADBAECCAACBCCDDCECACCDDBBBEDABADEADCDDDABDEBD                              
153000005001010102001   5310 #0001    N 049903UDAECAABAEDCCDDDADBAECEAACBCCDDBEEAABDDEDBEECBADEADCDDDABDEBD                              
153000006001010102001   5310 #0001    N 049902UCEECAABBBDCCDDDADBAECCAACBCCDDBECACCDDBDBEACBADEABBDDDABDEBD                              
153000007001010102001   5310 #0001    N 049896UCEECAABBBDCCDDDADBAECCAACBCCDDAECACCDDBDBEACBADEADCDDDABDEBD                              
153000008001010102001   5310 #0001    N 049897UCEECAABBBDCCDDDADBAECCAACBCCDDDECACCDBBDBEACBEDEADCDDDAADEBD                              
153000009001010102001   5310 #0001    N 049898UCEECAABBBDCCDDDADBAECCAACBCCDDBECACCDDBDBEADBADEADCDDDABDEBD                              
153000010001010102001   5310 #0001    N 049899UCAECAABAEDAADDADEEEDCEAACCCCBBBCBADCDEBCBBADAADEBACACDACBCBD                              
153000011001010102001   5310 #0001    N 049900UCEECAABBBDCCDDDADBAECCAACBCCDDCEEAACDDBDBEAEBEDEADCDDDAADEAD                              
153000012001010102001   5310 #0001    N 049901UCEECAABDBECECEEACBABCCADCBCCDBCDCACCDEBDBEECBEDEADBCDBCABEDD                              
153000013001010102001   5310 #0001    N 049890UCEECAABBBDCCDDDADBAECCAACBCCDDDECACCDDBDBEACBEDEADCDDDABDEBD                              
153000014001010102001   5310 #0001    N 049891UCEECAABBBDCCDDDADBAECCAACBCCDDBEEACCDDBDBEACBEDEADCDDDABDEBD                              
153000015001010102001   5310 #0001    N 049892UCEECAABBBDCCDDDADBAECBAACBCCDDBECACCDEBEBBEABADEADCDDDABDEBD                              
153000016001010102001   5310 #0001    N 049893UCEECAABBBDCCDD ADBAECCAACBCCBDBECACCDEBDBBDDDDDEADCDDDDBDEBD                              
153000017001010102001   5310 #0001    N 049894UCEECAABBBDCCDDDADBEECCAADBCCDDDECACCDDBDBCACBEDEADCDDDAADEBD                              
153000018001010102001   5310 #0001    N 049895UCEECAABBBDCCDEDADBAECCAACBCCDDDECACCDDBDBEACBEDEADCDDDABDEBD                              
153000019001010102001   5310 #0001    N 049885UCAECAABABDCCDDDADBAECBAACBCCDDBECACCDDBDBECCBEDEADCDDDABDEBD                              
153000020001010102001   5310 #0001    N 049886UCEECAABBBDCCDDDADBAACBAACBCCDDBECABADDBDBEADBADEADCDDDABDEBD                              
153000021001010102001   5310 #0001    N 049887UCEECAABBBDCCDDDADBAECCAACBCCDDAECAABDECDCEADBADEADCDDDABDEBD                              
153000022001010102001   5310 #0001    N 049888UCEECAABBBDCCDDDADBACACAACBCCDDBECACDDDBDBECCBEDEADCDDDABDEBD                              
153000023001010102001   5310 #0001    N 049889UDAECABBDEECDDADBDBAECCAACBCADDBECACCDDBDEEEDBADBADCDDDACDECD                              

