202000001001010102001   5310 #0001    N 028661PDBCAECDABEDCCCACBABEBCBCBDEAAAACACBBCBABCCCDCCDEBBCADABCDCDD                              
202000002001010102001   5310 #0001    N 028657QDBCAECDADBDCCCACBABEBCAABCCEBAACAABCCAABCECDEACBABABCDBCAEDB                              
202000003001010102001   5310 #0001    N 028658RDBCAECDADBDCCCACBABEBCAACCCEAAACAABCCBACCECDEACBABCACCACABDC                              
202000004001010102001   5310 #0001    N 028659SDBCAECDADBDCCCACBABEBCACBCCEAAACAABCCBABCECDEACBABCACDBCADDB                              
202000005001010102001   5310 #0001    N 028660TDBCAEACADBDCCCAEDAAEBCACBCECCAACAABBABABCECEECCBBBAACDBEAEDB                              
202000006001010102001   5310 #0001    N 028769PDBCAECDADBDCCCACBABEBCECBAEEAAAAAEBBCBABCECDEACBABAADCBCAEDB                              
202000007001010102001   5310 #0001    N 028646QDBCAECDADBDCCCACBABEBCACBBAEAAAAACBCCBAECECDECEBABCACCBCAADB                              
202000008001010102001   5310 #0001    N 028649RDBCAECCADBDCACACBABEBCACBCCEAAACAABBCBABCECAEAECABCBEDBCABDB                              
202000009001010102001   5310 #0001    N 028650SDBCAECDCDBDCCCACAEAEBCEACACEAAAAAEBCCAABCECDEDCBABCAEDACABDE                              
202000010001010102001   5310 #0001    N 028651TDBCAECBADADCCCACBABEBCACBBCEAAACACBBCBABCECDEACBBBCAEDBCABDB                              
202000011001010102001   5310 #0001    N 028763RDBCAECDADBDCCCACBABEBCACBCCEAAACACBCCBABCCCDEACBABAACDBCABDE                              
202000012001010102001   5310 #0001    N 028758SDBCAECDADBDCCCACBABEBCACBCEEAAACAABBCBABCCCDEACBABCAEADCAADB                              
202000013001010102001   5310 #0001    N 028757TDBCAECDADBDCCCACBABEBCACBADEAAACAABBCBABCECAECBDABCACDBCAADB                              
202000014001010102001   5310 #0001    N 028755PDDCAECDADBDCCCACBACEBCBABBCCAAAAAABCCBACCECDBCEBBBCADABCAEDC                              
202000015001010102001   5310 #0001    N 028754QDBCAECDADBDCCCACBACEBCACBBCEBAACAABBCBABCECDEACBABCADDBCAEDB                              
202000016001010102001   5310 #0001    N 028656RACCAECDADBDCCCACBABEBCACBCCEAAACAABCCBABCECDEACBABABEABCAEDA                              
202000017001010102001   5310 #0001    N 028655SDBBAECDADBDCCCACAACEBCACBBCEAAAAAABBCAABCECAAAECABCABCACAADB                              
202000018001010102001   5310 #0001    N 028654TDACAEBCADBDCCCACBAAEA EABCCEBAAAAEBCCAABCECDADEDEBAAECBDDEDB                              
202000019001010102001   5310 #0001    N 028653PCBCAECDADBDCCCABBABEBCBCBBCEAAACAABCCBADCCCAEACBABCBECBCABDB                              
202000020001010102001   5310 #0001    N 028652QDBAAECDADBDCCCACBABABCACBBCEBAAAEABCCBACCEEDECDBABCACAACADDB                              
202000021001010102001   5310 #0001    N 028764TDBBAECCADBDCCCACAACEBCACBCEEAAACAABECCABCBCDEACBABCACDBBAADE                              
202000022001010102001   5310 #0001    N 028765PACCAECDADBDCACACBABEBCAABCEDAAACAABBCBBACDCDBCCBAACDEDCDAADA                              
202000023001010102001   5310 #0001    N 028767RDBCAECDBDBDCCCACAABEBCACCCEE DABACBCCBABCECDCDEBBBCACAADAEDC                              
202000024001010102001   5310 #0001    N 028768SDDCAECDADBDCCCACBABEBCAABBCEBAACAABBCBABCECDEDBCABCACABCAEDB                              
202000025001010102001   5310 #0001    N 028759TDBAAECDAABDCCCACBACEBCACBBCEAEAAACBCCAADCBCBECDBABABCDBCAEDB                              
202000026001010102001   5310 #0001    N 028760PDBCAECDADBDCCCACBABEBCADBCCEAAACAABCCBABCECDEACBABCBEDBCAADC                              
202000027001010102001   5310 #0001    N 028761QABCAECDADBDCCCACBABEBCACBCCEAAACAABCCBABCECDEACBABCBEDBEAAAB                              
202000028001010102001   5310 #0001    N 028762RDBCAECDADBDCCCACBABEBCACBCCEAAACAABCCBABCECDEACBABDABDAEAADB                              
202000029001010102001   5310 #0001    N 028645SDBCAECCADBDCCCACBABEBCACBCCEAAACAABCCBABCECDEACBBBAACABCAADB                              
202000030001010102001   5310 #0001    N 028753QDBCAECCADBDCCCACAACEBCACBCCACAAAAABCCABBCCCDEACBABAACDBCAADB                              
202000031001010102001   5310 #0001    N 028752RDBCADABAABDCABABAACABCA BAEEAAAAA BDAAABCCCAADEBABCACDBEAEDB                              
202000032001010102001   5310 #0001    N 028751SDBCAECDBDEDCACAEAACEBCACCAEEBAAACABBBBABCECDAADBABCBCDBCAEDB                              
202000033001010102001   5310 #0001    N 028750TACCAECDADBDCCCACBABEBCBABBCEAAACACBCBBABCDCAEBCBABAAAAACABDB                              
202000034001010102001   5310 #0001    N 028756PDBCAECBADBDCCCACBABEBCACBCCEAAAAACBCCBABCECDEACBBBCACDACAADA                              
202000035001010102001   5310 #0001    N 028766QDECAECDADBDCCCACAAAE CEABBEDA AEACBEACABCECDECACBBCACDBDAEDB                              

