153000001001122223001   5330     1    N 045769PBECBEBBBCDADEBADBEDEDADEBDEBDDBCBEBDDEBDBCADAEEADAEAACEEBEBC                              
153000002001122223001   5330     1    N 045767PBCABDCAEEBDCDAECDEDAEEADBCBACEDBCDACCACADEBABEDACEBCBDCCAEBD                              
153000003001122223001   5330     1    N 045770PEACDEEBAABBEC   AEDBDDCEEEBCACDCABCABDEECCED D DEDDCBEABADBA                              
153000004001122223001   5330     1    N 045766PBEADCCDAAACEBCBCBEEADDADCDABCBDBDEDDDDDADBCBDEADDDBAABCCCEEC                              
153000005001122223001   5330     1    N 045771PAEDECDCACCBBAABBBABABEEBCAECDEDECBBDDEBAABBCAACACEDCDDADBEBA                              
153000006001122223001   5330     1    N 045914PEBACDCCBDAEDECEEBADADCCDDEDECECADBACECAEEBDEBABDDEBDADCCDEEC                              
153000007001122223001   5330     1    N 045772PBCCBADECBDEDBADBCEBDCCAEBDAECDEABDECCEDADDCBBACDCEBBBECCDABC                              
153000008001122223001   5330     1    N 045913P CCBEDECDAEBCAEADBEBABEBDEEDABBAEDBABEEADEDAADBCECDCABADBDAC                              
153000009001122223001   5330     1    N 045773PDDBDCCCECBABEBDCCCBCACCEBEEEABBEAADDCDDDBBEBCACACCCCDEACBDDC                              
153000010001122223001   5330     1    N 045910PCBCBDBCEBDDCAEBDEBECCABEEDEDBDEDBABDCBCABCDEDCBDCEABDDBDAEEC                              
153000011001122223001   5330     1    N 045774PABAEAADBBDEBDAAEACCEBDCBAEBAADEAAEBDEEAADBDBABCEAECAABCADCCE                              
153000012001122223001   5330     1    N 045911PDBCBBADAECADBCCBBBDABDABACABADEEACAEEEEDDAADCEEDACDDBECDAEBC                              
153000013001122223001   5330     1    N 045909PAECABBEADBABDAB   AEAEDBACAAACBDEBEADCDBEBABEEACABD EDDEBBDA                              
153000014001122223001   5330     1    N 045926PCCBDBCABADBBCDCCDEBCCCECBDABDAEDBABDCBADADCCDEEDDEDBCDADBDAC                              
153000015001122223001   5330     1    N 045912PDACBABDAEAABECDEEBADBACBAADCEEDAAABDBDEEECCEAECECCDCBDEDECBC                              
153000016001122223001   5330     1    N 045925PAECBCDBADBECAABCCDBEADABBDEBCDDDADADBEADCBDACADCDDDDBEDACEBD                              
153000017001122223001   5330     1    N 045915PAEDBDADDCAADEDBAEBDECCABBBEDADBBABADDEDADBAACAECCDABBECABEBC                              
153000018001122223001   5330     1    N 045916PADBAECDEABCEABEDCBDAEBCDEBABCEEBCABECADBCDCEDCADEAEDACBCEDBE                              
153000019001122223001   5330     1    N 045922PBADDBCCDDABEACBDBADEAEDCBECEABBDBAADACBEDCABEDBCAEDCADBBADDC                              
153000020001122223001   5330     1    N 045768PCCBECAACDACCBDCBBDCECDBBEDBBCDECACDDCABDBDCACAEDBDBCBCEAEBBB                              
153000021001122223001   5330     1    N 045920PDDCBBDDACAEDCBDCEABEDECBCACBABBACBDADDEBEEBEECEECEBCDEDADDDA                              
153000022001122223001   5330     1    N 045921PBADDBECBCADBBBBBAABABCBEAEAEAAEDBEBDAEBABACAAEBACDECAABADECE                              
153000023001122223001   5330     1    N 045923PBCDBEDDABADBADBAAEDBBCCCCEEEADDAEAAEBEEDDBCEDBDDBEDBCEABDAEB                              
153000024001122223001   5330     1    N 045924PCCBDBCABAACBCDCECEEDBCBECCCBCBBEDCBEDEADCCAACECBBEDBDBBECEBC                              
