109000001001012602001   5310 #0001    N 240887PAAAAAAAAAAAADADEBCCBAEBACDAEDBEBEBEBDBEDAEBCEADBEABDCDDCEECC                              
109000002001012602001   5310 #0001    N 240898QABDCDAACEDCCBDCBCCABABBAECBBEDEBBEEDEADCBACABAEBBCECCBBBADBC                              
109000003001012602001   5310 #0001    N 240897RBBDDAACADBBDDCAAAAAAADADACABBDCEBBCAADABDEBECCDBBAABDACCBDCA                              
109000004001012602001   5310 #0001    N 240896SAAEBDACCBADDACDBBACBBCABCBBDACADBDABECCEDCAEADEBCDEBBDEDEBBD                              
109000005001012602001   5310 #0001    N 240895TCACCCCCCBCABAEADCBDECBADDACAABCDBAAEBEEDAEECDCECBDDACCCDDADE                              
109000006001012602001   5310 #0001    N 240894PDABDADABACDECCADAABCEEBDBCABCEBBCDCDACADDCBDEBCCDDBADCAAEECA                              
109000007001012602001   5310 #0001    N 240888QCDBDBADCBBDBBABBDBACCDBEABBCBDEABAECCACEDDECBCACECECCAEDABCB                              
109000008001012602001   5310 #0001    N 240247R        ABB CEBA   ABEACDBACBDCADCABBDAABDDACEEBAAD  DBBB CE                              
109000009001012602001   5310 #0001    N 240246SBAEDABCAECACDABEAADDCCAACCCDAAAEABDCBCACDDBECBEBCDEBB EAEECE                              
109000010001012602001   5310 #0001    N 240245TABEBCACCECABBCEDABDDABADCDABCCEDBADCDADABECCABECEDDCDDDDEBCB                              
109000011001012602001   5310 #0001    N 240244PCBCCCBECBCDCBBBDCCDCBBDABDACEBBAECBCECDBCDEEBEAAAECDCDDCEEBB                              
109000012001012602001   5310 #0001    N 240243QADCBDBAEEACDCEAAADCCCADACADCBCECDAEECABDEDBBBACACAECABDDACBC                              
109000013001012602001   5310 #0001    N 240899RDCBCBDEBCDEDAEBBADBABBAABAADADEDBABDBDDADEADCCADAABCBEDBCACA                              
109000014001012602001   5310 #0001    N 240253SBADAAACDDDCEECDDAEACCCACCCDBAEAABDADDEDCDEABCCEDBCCCCDBCCCCB                              
109000015001012602001   5310 #0001    N 240252TDECABBCCDEECADACACBCBEACCAAEDBEDBCDABCBDAEBBCAAEDDDDEDCEEBDE                              
109000016001012602001   5310 #0001    N 240251PBDCEBACDAEEACCEBCCBCDADACCCBDECECCECDDBBDEA*AACBBAAECDCAEEAC                              
109000017001012602001   5310 #0001    N 240250QCCCCCAEDBCDAADDBCCCAAEBCACDCADECDCEEDCCADBBBBCAECAECCACDECBA                              
109000018001012602001   5310 #0001    N 240249R            DBBBC    B ABADCBACBBCEAEABBDECABADCAA       CAD                              
109000019001012602001   5310 #0001    N 240248SACDDDADABACCDCCBEABCBCABACBBACDBAABDEDBACAACECEBADCBADBDCCBD                              
109000020001012602001   5310 #0001    N 240259TABDAEDCDCCBDABAADCBAAAACCCBBCCBCBAACBDBDDEBEDBAABCCCAAABBEDE                              
