202000001001010102001   5310 #0001    N 028857PDCEDDABBEBCDEDCDCEDCCBCABDCECDCADDBCCAAABCEDCAEEDCCAECCCBBAE                              
202000002001010102001   5310 #0001    N 028873QDCAEBEABAACBEADDCEDBCDAAADBAABDADDBACAABBBEDCAEEBAACEACCABAB                              
202000003001010102001   5310 #0001    N 028874RDCAABAACCACBEDADCBDCCCABBDCEEBDCCDBCCAAADADDCAEE BCCEDCCBAAB                              
202000004001010102001   5310 #0001    N 028875SDCAABEACAACBEDDDCBDCCBABBDCECBDABDBCCAAADCEDCAEE CCBBDCCABAB                              
202000005001010102001   5310 #0001    N 028876TDAA BADCEBCBEDDDCBDCC ABBDCECDDADDBCCAAABCEDCAEE  A EDCCAAAB                              
202000006001010102001   5310 #0001    N 028877PDCABBAECEBCBEDDDCBDCCBABBDCECDBADDBCCAABBCEDCAEE EACEDCCAAAB                              
202000007001010102001   5310 #0001    N 028878QDCAEADECAACBED DCBDBCCAD DCECB ABDACCAAADCEDCAEE AAAADCCAAAB                              
202000008001010102001   5310 #0001    N 028879RAACCBECCEACBEDADCBBCCBABADDEADDABDBEDAAADBEDCAEE AACAABBABCB                              
202000009001010102001   5310 #0001    N 028880QDCADBECCEBDBEDDDBEDCDCAAADCEBBBACDBCCAAADCEDCACE AA BDCCACAE                              
202000010001010102001   5310 #0001    N 028881RDAAABECCEBCBEDDDBBDCCCABBDCEBBDADDBCDAADBCEDCAEE EADEACCABAB                              
202000011001010102001   5310 #0001    N 028882SDAAEBECBCACBEDADCBDACBABBDCE EDADDBCCBABDCEDCAEECEAAABCDDBCB                              
202000012001010102001   5310 #0001    N 028883TDAADDECCABCCEDADCBDCCABBBAABABDADDBCCAAADCEDCACE CACEDCCAB                                
202000013001010102001   5310 #0001    N 028884PDCABBACBADCBEDDDCADCCCABBDDCBBBADDBDAB ADCEDCAEEAAEBCACD BAC                              
202000014001010102001   5310 #0001    N 028885QDABEACCCEBCBEDADCBDACBEBBDBBBBBADDBCCAAADCEDCAEE AAABACCABBB                              
202000015001010102001   5310 #0001    N 028886RDACEACCCBACCEDDDDBDAC EBBDCEBBBACDBCCAEABCEDCAEE EACDDCCABBB                              
202000016001010102001   5310 #0001    N 028887SDCBAAADBEBCBEAADCEBACBABBDCEEBBADDBCCAAADCEDCAEE CABEDCCAAAB                              
202000017001010102001   5310 #0001    N 028888RDCAABECCCACBEDDDCADCCCABBDCEBDDADDBCCAAADCEDCACD EAAADCCAAAB                              
202000018001010102001   5310 #0001    N 028889SDCEABDCBAACBEDDDDBDCCBABBDCEBDDADDBCCAAADCEDCACE CACEDCC  BB                              
202000019001010102001   5310 #0001    N 028890TDCAABECBAACBEDADDBDCCCABBDCEBDDADDBCCAAADCEDCAEE CADEDCCAAAB                              
202000020001010102001   5310 #0001    N 028891PDCCABACCEACBEDDDCBDCCCABBDEAADDADDBCCAABACEDCAEE BDDEDCCABAB                              
202000021001010102001   5310 #0001    N 028892QEAA BDCB BCBEAADABDCCBABADCEBBDADDBCDAACBAEDCAEE  A  DCCAAAB                              
202000022001010102001   5310 #0001    N 028833SDCAABECCEACBEDADCBDACCABBDCEBBAAADBCCAAADDEDCAED ECAEDCCDAAB                              
202000023001010102001   5310 #0001    N 028834TDCAABECBEACCCCDDABDCCCABADCEBBDADDBCCABADCEDCAEE EAABDCCABAB                              
202000024001010102001   5310 #0001    N 028837PDCEABECCEACBEDDDCBDCCBABBDCEAADADDBCCAAADCEDCAEE EACEDCCAAAB                              
202000025001010102001   5310 #0001    N 028838QDCAABECCCACBEDDDCBDCCBABBDCEBBBADDBCCAAADCEDCAEE EADEDCCAAAB                              
202000026001010102001   5310 #0001    N 028840SDCAABECCCACBEDDDCBDCCCABBDCEBDDACDBCCAAADCEDCAEE EADEDCCAAAB                              
202000027001010102001   5310 #0001    N 028841TDAAADADCEECBEDDDCEDCC ABBDCEBDBADDBCCAAABCEDCAAE CA EDCCAAAB                              
202000028001010102001   5310 #0001    N 028842PDCAABECCEBCBEDDDCEDCCBABBDDACADADDACCAAADCEDCAEE CAADDCCEAAB                              
202000029001010102001   5310 #0001    N 028844PDCCEDACCBACEEAADCBCAC ABBD    AAADBDCAAADC DCAEDCA C       B                              
202000030001010102001   5310 #0001    N 028845QDCAEBECCEACBEDDDCBDCCAABBDBBBADADDBCCAAADCEDCAEE EADEDCCAAAB                              
202000031001010102001   5310 #0001    N 028846RDCAABECBDBCBEDDDCBDCBAABBDCBBBDADDBCCAAABCEDCAEECBDCEDCCAAAB                              
202000032001010102001   5310 #0001    N 028847SDCAABCCBEACBEDDDCBDCCAABBDCBBDDADDBCDAAADCEDCACEEBACEACCAAAB                              
202000033001010102001   5310 #0001    N 028848TDCAABECCCACBEDDDCBDCCCABBDCEBDDADDBCCAAADCEDCAEE EADEDCCAAAB                              
202000034001010102001   5310 #0001    N 028849PDCAABECCCACBEDADCBDCCCABBDCEBDAADDBCCAAADCDDCAEE EADEDCCAAAB                              
202000035001010102001   5310 #0001    N 028850QACAABACCCACBEDDDCBDCCC*BBDCEBDAADDBCCAAADCDDCAEE EADEDCCAAAB                              
202000036001010102001   5310 #0001    N 028843TDCACDACCCBCBEDADCECCC ABBCCCCCBC DB CAAADCEDCAE   A  D     B                              
202000037001010102001   5310 #0001    N 028836TDCEABECBE  BEDDD BD       CEAADADDBC AAACCEDCAEE   CEDCCA                                 
202000038001010102001   5310 #0001    N 028835SDCBCBACCEDCBEDDDCBD CAAABDABBDDADDBCDAACDCEDCAEE CACAABCABAD                              
202000039001010102001   5310 #0001    N 028832RDAAABADCCECBEDADCEDACCABADCEBDAAADBECAAADBEDCAED EC EACCDAAB                              
202000040001010102001   5310 #0001    N 028839RCCAABECCCACBEDDDCBDCCBABBDCEBDDADDBCCAAADCEDCAEE EADEDCCAAAB                              

