153000001001010102001   5310 #0001    N 049775 BAABEECBECEEAABADDBEAADDEEABCC                                                            
153000002001010102001   5310 #0001    N 049858 ACABEEABCDEBABBDDDAECBCDECBDC                                                             
153000003001010102001   5310 #0001    N 049859 CCACE DBBCAAEBBDDDAECADDECABDB                                                            
153000004001010102001   5310 #0001    N 049860 CCABEEDBCAAEAAEABAACCBCDABADBC                                                            
153000005001010102001   5310 #0001    N 049861 DCBEEECBACAECBEAEDAACADCBCABDE                                                            
153000006001010102001   5310 #0001    N 049862 BEBDADCBBCEDADEABEADCDEDBBBCDB                                                            
153000007001010102001   5310 #0001    N 049863 BDABEBCDCCEEDBEBEABCCBEEECADDC                                                            
153000008001010102001   5310 #0001    N 049864 ECAEEEDBECEACBBADBBECADEABACCC                                                            
153000009001010102001   5310 #0001    N 049865 DDCECEBBBEEDAEEADDACABDDACACBC                                                            
153000010001010102001   5310 #0001    N 049719 CCAEEEEBDEEEEAEBDBBECBEBDEABAB                                                            
153000011001010102001   5310 #0001    N 049720 BEAEDEEBDAADAEBCDEBCEBCEACACAB                                                            
153000012001010102001   5310 #0001    N 049721 CDAEEEEBBABDAECBAECCEBDEADADBC                                                            
153000013001010102001   5310 #0001    N 049722 BCABEBDBECADCBEADDAEECDDACADEA                                                            
153000014001010102001   5310 #0001    N 049821 AEAEEECBBCAECBEADDAECADBECADBC                                                            
153000015001010102001   5310 #0001    N 049822 BACEEECBECAACABADABCCADDEEADAC                                                            
153000016001010102001   5310 #0001    N 049823 BEDECBEBDDEACAEADBAEDACEABADEE                                                            
153000017001010102001   5310 #0001    N 049824 CBABEECBCDAECACADDACAADCDBABED                                                            

