109000001001012602001   5310 #0001    N 239761PA AC A  CCC B DBBD CA B DCC EBBA BC DECEEBABBECDBCEC CDCCACE                              
109000002001012602001   5310 #0001    N 239760TBDA AC BCBECAADBCC DDBCBDCDBBECCEEDDBAAADCCAAADAABDAADEACACC                              
109000003001012602001   5310 #0001    N 239759SBDCBCDBACCCBCEAEADBCBCBBCDACADDCBC AABBAABBB CECAABDADCBEDCB                              
109000004001012602001   5310 #0001    N 239758REBCCABDBCCABBABDCEEABBCDACBEDBAEDEEAEAADDAACBAAECBACEBBCECAA                              
109000005001012602001   5310 #0001    N 239757QDCEBACA BCABCBAEDEAA ED DBDCBBBEDBBDEEACBBBDEDCECACAEEAADACA                              
109000006001012602001   5310 #0001    N 239756PDBDEAACDCACCBDCADAAEECDCADCECBBBDEAADECBEEEECEDDEBDABADACDAE                              
109000007001012602001   5310 #0001    N 239755TCBCDADACBEAECCABCCBBDEADCCCBEEDDEBAECADCDCBAECDCBDACCBBECDCD                              
109000008001012602001   5310 #0001    N 239754SDCBAEDCCCACCACACDBECDCEEEAACDACBDEBDDEBEABEACBACDAEAEDBCADEB                              
109000009001012602001   5310 #0001    N 239753RCECADABADDCDCCBEDECACDBCEACEEACDBCECECAEADACAEAADDECCEEDECCD                              
109000010001012602001   5310 #0001    N 239752QABCBCCCEAAEEDAABAEBABCBBCECBBEBCEBABCBADBCAABBCECCDBAECCACBC                              
109000011001012602001   5310 #0001    N 239751PBBCDCDBBBCCBDDBEABCCBAACAEBEDBDEDCDBBBEEECDEACCCEBBCCACBBAAC                              
109000012001012602001   5310 #0001    N 239750TAAACCDDBEABC DABBADE E DCB ABCCCCCCDCAAEBAB BADDDBBBACAECCAC                              
109000013001012602001   5310 #0001    N 239803SBDECABCAEDCBDEAEADCDCBECEDCADEDCBECAAEABCEAECACBDECDADBCEDAD                              
109000014001012602001   5310 #0001    N 239802RACEACCBECACABCDCCDEDCBCDAACEDBBEACBEECCADBECBCADDBADCAACECAD                              
109000015001012602001   5310 #0001    N 239801QCCBBCDCCBCADCBCEDECDCECDCDBDCBACCEDDDBBBABBCCCDCCCBADADBCAEA                              
109000016001012602001   5310 #0001    N 239800PDABCDB DCB BBBDBCCACBAECBCDECBDBABCEEECDAECBDECDCCECDABECDCE                              
109000017001012602001   5310 #0001    N 239799TEACACDBCEABCDDCBEEBDEAADDACDBEEAACDBDAAEDDAABADADDABBDDECACB                              
109000018001012602001   5310 #0001    N 239798SDBCBACDAEDACDBECBACBCADCEEABDEDDECEECEBDACEADDECBCDCECDAECED                              
109000019001012602001   5310 #0001    N 239797RBBEEBCEAACDBDEDCDBCBBACAAAEDDCEEABAACDAADACDAAAABDEBCEDECAAD                              
109000020001012602001   5310 #0001    N 239796QCCDBBCCACDEBBAECECAEEEDAABBDAABDAEACCEADBCDEBBCECADEAABCEDEA                              
109000021001012602001   5310 #0001    N 239795PADDEABCEDDBBBBEBEDECEDEAAEBDDBDCCBBAEACEBCDDBACDACBCEAECEDCE                              
109000022001012602001   5310 #0001    N 239794TACAEADEDBBEAAEBEEABCABDECCDBEEEAEBDADAACDCCDBBAAEEBDDABCACCE                              
109000023001012602001   5310 #0001    N 239793SBBADDCDCCECDECDEACCBECDBEAEBABCBAACCEECBDDBCECEBBBBEAEABACBE                              
